eta=0.0001 CrossEntropy SGD
[1,  100]       0.62450
[1,  200]       0.62431
[1,  300]       0.62344
[1,  400]       0.61620
[1,  500]       0.61860
[1,  600]       0.61591
[1,  700]       0.61154
[1,  800]       0.60869
[1,  900]       0.61049
[1, 1000]       0.60752
[1, 1100]       0.60706
[1, 1200]       0.60174
[1, 1300]       0.59918
[1, 1400]       0.59989
[1, 1500]       0.59954
[1, 1600]       0.59629
[1, 1700]       0.59349
[1, 1800]       0.59224
[1, 1900]       0.58315
[1, 2000]       0.59438
[1, 2100]       0.58432
[1, 2200]       0.57589
[1, 2300]       0.57736
[1, 2400]       0.57222
[1, 2500]       0.57502
[1, 2600]       0.57106
[2,  100]       0.56768
[2,  200]       0.56908
[2,  300]       0.56824
[2,  400]       0.55741
[2,  500]       0.55783
[2,  600]       0.55871
[2,  700]       0.55130
[2,  800]       0.54922
[2,  900]       0.55352
[2, 1000]       0.54931
[2, 1100]       0.54963
[2, 1200]       0.54530
[2, 1300]       0.54568
[2, 1400]       0.54461
[2, 1500]       0.54843
[2, 1600]       0.53950
[2, 1700]       0.53849
[2, 1800]       0.53784
[2, 1900]       0.52615
[2, 2000]       0.54044
[2, 2100]       0.52910
[2, 2200]       0.51763
[2, 2300]       0.52129
[2, 2400]       0.51613
[2, 2500]       0.52064
[2, 2600]       0.51775
[3,  100]       0.51365
[3,  200]       0.51612
[3,  300]       0.51529
[3,  400]       0.50217
[3,  500]       0.50015
[3,  600]       0.50404
[3,  700]       0.49410
[3,  800]       0.49199
[3,  900]       0.50031
[3, 1000]       0.49433
[3, 1100]       0.49567
[3, 1200]       0.49213
[3, 1300]       0.49437
[3, 1400]       0.49289
[3, 1500]       0.49889
[3, 1600]       0.48607
[3, 1700]       0.48554
[3, 1800]       0.48565
[3, 1900]       0.47098
[3, 2000]       0.48887
[3, 2100]       0.47590
[3, 2200]       0.45993
[3, 2300]       0.46688
[3, 2400]       0.46072
[3, 2500]       0.46826
[3, 2600]       0.46543
[4,  100]       0.46060
[4,  200]       0.46367
[4,  300]       0.46320
[4,  400]       0.44831
[4,  500]       0.44418
[4,  600]       0.45060
[4,  700]       0.43744
[4,  800]       0.43502
[4,  900]       0.44840
[4, 1000]       0.44055
[4, 1100]       0.44314
[4, 1200]       0.43957
[4, 1300]       0.44344
[4, 1400]       0.44261
[4, 1500]       0.44927
[4, 1600]       0.43360
[4, 1700]       0.43310
[4, 1800]       0.43427
[4, 1900]       0.41563
[4, 2000]       0.43844
[4, 2100]       0.42341
[4, 2200]       0.40184
[4, 2300]       0.41279
[4, 2400]       0.40516
[4, 2500]       0.41721
[4, 2600]       0.41409
[5,  100]       0.40818
[5,  200]       0.41186
[5,  300]       0.41207
[5,  400]       0.39564
[5,  500]       0.38972
[5,  600]       0.39865
[5,  700]       0.38202
[5,  800]       0.37944
[5,  900]       0.39841
[5, 1000]       0.38905
[5, 1100]       0.39344
[5, 1200]       0.38944
[5, 1300]       0.39504
[5, 1400]       0.39553
[5, 1500]       0.40185
[5, 1600]       0.38426
[5, 1700]       0.38375
[5, 1800]       0.38643
[5, 1900]       0.36308
[5, 2000]       0.39191
[5, 2100]       0.37482
[5, 2200]       0.34755
[5, 2300]       0.36284
[5, 2400]       0.35352
[5, 2500]       0.37137
[5, 2600]       0.36797
[6,  100]       0.36060
[6,  200]       0.36539
[6,  300]       0.36651
[6,  400]       0.34879
[6,  500]       0.34131
[6,  600]       0.35312
[6,  700]       0.33294
[6,  800]       0.33060
[6,  900]       0.35523
[6, 1000]       0.34508
[6, 1100]       0.35159
[6, 1200]       0.34727
[6, 1300]       0.35455
[6, 1400]       0.35661
[6, 1500]       0.36209
[6, 1600]       0.34329
[6, 1700]       0.34301
[6, 1800]       0.34754
[6, 1900]       0.31904
[6, 2000]       0.35450
[6, 2100]       0.33565
[6, 2200]       0.30337
[6, 2300]       0.32285
[6, 2400]       0.31181
[6, 2500]       0.33608
[6, 2600]       0.33248
[7,  100]       0.32346
[7,  200]       0.32964
[7,  300]       0.33169
[7,  400]       0.31301
[7,  500]       0.30402
[7,  600]       0.31891
[7,  700]       0.29556
[7,  800]       0.29381
[7,  900]       0.32347
[7, 1000]       0.31331
[7, 1100]       0.32195
[7, 1200]       0.31747
[7, 1300]       0.32606
[7, 1400]       0.32948
[7, 1500]       0.33407
[7, 1600]       0.31438
[7, 1700]       0.31466
[7, 1800]       0.32086
[7, 1900]       0.28756
[7, 2000]       0.32906
[7, 2100]       0.30893
[7, 2200]       0.27252
[7, 2300]       0.29563
[7, 2400]       0.28295
[7, 2500]       0.31318
[7, 2600]       0.30976
[8,  100]       0.29867
[8,  200]       0.30632
[8,  300]       0.30920
[8,  400]       0.28967
[8,  500]       0.27917
[8,  600]       0.29698
[8,  700]       0.27096
[8,  800]       0.26989
[8,  900]       0.30356
[8, 1000]       0.29367
[8, 1100]       0.30406
[8, 1200]       0.29945
[8, 1300]       0.30896
[8, 1400]       0.31338
[8, 1500]       0.31721
[8, 1600]       0.29663
[8, 1700]       0.29769
[8, 1800]       0.30500
[8, 1900]       0.26779
[8, 2000]       0.31409
[8, 2100]       0.29299
[8, 2200]       0.25348
[8, 2300]       0.27940
[8, 2400]       0.26532
[8, 2500]       0.30028
[8, 2600]       0.29707
[9,  100]       0.28407
[9,  200]       0.29278
[9,  300]       0.29630
[9,  400]       0.27605
[9,  500]       0.26418
[9,  600]       0.28442
[9,  700]       0.25629
[9,  800]       0.25583
[9,  900]       0.29237
[9, 1000]       0.28286
[9, 1100]       0.29449
[9, 1200]       0.28974
[9, 1300]       0.29983
[9, 1400]       0.30489
[9, 1500]       0.30788
[9, 1600]       0.28655
[9, 1700]       0.28832
[9, 1800]       0.29633
[9, 1900]       0.25610
[9, 2000]       0.30593
[9, 2100]       0.28409
[9, 2200]       0.24240
[9, 2300]       0.27027
[9, 2400]       0.25505
[9, 2500]       0.29357
[9, 2600]       0.29054
[10,  100]      0.27581
[10,  200]      0.28519
[10,  300]      0.28926
[10,  400]      0.26836
[10,  500]      0.25537
[10,  600]      0.27749
[10,  700]      0.24783
[10,  800]      0.24778
[10,  900]      0.28625
[10, 1000]      0.27707
[10, 1100]      0.28953
[10, 1200]      0.28467
[10, 1300]      0.29506
[10, 1400]      0.30054
[10, 1500]      0.30276
[10, 1600]      0.28092
[10, 1700]      0.28316
[10, 1800]      0.29151
[10, 1900]      0.24909
[10, 2000]      0.30148
[10, 2100]      0.27912
[10, 2200]      0.23599
[10, 2300]      0.26515
[10, 2400]      0.24909
[10, 2500]      0.29006
[10, 2600]      0.28719
[11,  100]      0.27108
[11,  200]      0.28089
[11,  300]      0.28538
[11,  400]      0.26391
[11,  500]      0.25014
[11,  600]      0.27363
[11,  700]      0.24273
[11,  800]      0.24309
[11,  900]      0.28284
[11, 1000]      0.27388
[11, 1100]      0.28689
[11, 1200]      0.28190
[11, 1300]      0.29260
[11, 1400]      0.29823
[11, 1500]      0.29958
[11, 1600]      0.27755
[11, 1700]      0.28014
[11, 1800]      0.28869
[11, 1900]      0.24472
[11, 2000]      0.29891
[11, 2100]      0.27615
[11, 2200]      0.23205
[11, 2300]      0.26210
[11, 2400]      0.24547
[11, 2500]      0.28808
[11, 2600]      0.28544
[12,  100]      0.26820
[12,  200]      0.27819
[12,  300]      0.28308
[12,  400]      0.26111
[12,  500]      0.24680
[12,  600]      0.27131
[12,  700]      0.23961
[12,  800]      0.24020
[12,  900]      0.28073
[12, 1000]      0.27191
[12, 1100]      0.28535
[12, 1200]      0.28032
[12, 1300]      0.29111
